paper_id	title	journ	pub_year	au_name
A1977DG79300024	PUBLIC AND PRIVATE SELF-CONSCIOUSNESS AND EMOTIONAL EXPRESSIVITY	JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY	1977	TURNER, RG; PETERSON, M
000225030000008	SHYNESS AND LOCUS OF CONTROL AS PREDICTORS OF INTERNET ADDICTION AND INTERNET USE	CYBERPSYCHOLOGY & BEHAVIOR	2004	CHAK, K; LEUNG, L
000077640200003	FIT INDICES IN COVARIANCE STRUCTURE MODELING: SENSITIVITY TO UNDERPARAMETERIZED MODEL MISSPECIFICATION	PSYCHOLOGICAL METHODS	1998	HU, LT; BENTLER, PM
000188530900005	CURRICULUM REFORM IN CONTEMPORARY CHINA: SEVEN GOALS AND SIX STRATEGIES	JOURNAL OF CURRICULUM STUDIES	2004	HUANG, FQ
000222895400001	EMPATHY AND OFFENDING: A SYSTEMATIC REVIEW AND META-ANALYSIS	AGGRESSION AND VIOLENT BEHAVIOR	2004	JOLLIFFE, D; FARRINGTON, DP
17129926	AN EXAMINATION OF THE PSYCHOMETRIC PROPERTIES OF THE ROSENBERG SELF-ESTEEM SCALE (RSES) IN CHINESE ACUTE CORONARY SYNDROME (ACS) PATIENTS.	Psychology, health & medicine	2006	MARTIN, COLIN R; THOMPSON, DAVID R; CHAN, DOMINIC S
000077966600013	INTERPERSONAL FORGIVING IN CLOSE RELATIONSHIPS: II. THEORETICAL ELABORATION AND MEASUREMENT	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1998	MCCULLOUGH, ME; RACHAL, KC; SANDAGE, SJ; WORTHINGTON, EL; BROWN, SW; HIGHT, TL
CTNG2012173001422034	[NOT AVAILABLE]	J JUST CARING ED	1999	PEART NA
A1991FZ01700002	THE ETHIC OF CARING IN TEACHER-EDUCATION	JOURNAL OF TEACHER EDUCATION	1991	ROGERS, D; WEBB, J
A1985AXT3900001	THE SELF-CONSCIOUSNESS SCALE - A REVISED VERSION FOR USE WITH GENERAL POPULATIONS	JOURNAL OF APPLIED SOCIAL PSYCHOLOGY	1985	SCHEIER, MF; CARVER, CS
A1994NQ78100004	ASSESSMENT OF PRIVATE AND PUBLIC SELF-CONSCIOUSNESS - A CHINESE REPLICATION	JOURNAL OF CLINICAL PSYCHOLOGY	1994	SHEK, DTL
000244671200004	PRE-SERVICE TEACHERS' EMPATHY AND COGNITIONS: STATISTICAL ANALYSIS OF TEXT DATA BY GRAPHICAL MODELS	CONTEMPORARY EDUCATIONAL PSYCHOLOGY	2007	TETTEGAH, SHARON; ANDERSON, CAROLYN J.
000260356400004	AN EXAMINATION OF THE WORDING EFFECT IN THE ROSENBERG SELF-ESTEEM SCALE AMONG CULTURALLY CHINESE PEOPLE	JOURNAL OF SOCIAL PSYCHOLOGY	2008	WU, CHIA-HUEI
000082606300012	CROSS-CULTURAL PERSONALITY ASSESSMENT IN PSYCHIATRIC POPULATIONS: THE NEO-PI-R IN THE PEOPLE'S REPUBLIC OF CHINA	PSYCHOLOGICAL ASSESSMENT	1999	YANG, J; MCCRAE, RR; COSTA, PT; DAI, XY; YAO, SQ; CAI, TS; GAO, BL
000081598700002	CREATIVITY AND TERROR MANAGEMENT: EVIDENCE THAT CREATIVE ACTIVITY INCREASES GUILT AND SOCIAL PROJECTION FOLLOWING MORTALITY SALIENCE	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1999	ARNDT, J; GREENBERG, J; SOLOMON, S; PYSZCZYNSKI, T; SCHIMEL, J
A1990EG38700013	STEREOTYPES AS JUDGMENTAL HEURISTICS - EVIDENCE OF CIRCADIAN VARIATIONS IN DISCRIMINATION	PSYCHOLOGICAL SCIENCE	1990	BODENHAUSEN, GV
A19610515600005	INTERPERSONAL-ATTRACTION AND ATTITUDE SIMILARITY	JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY	1961	BYRNE, D
000078232600007	CONSEQUENCES OF AUTOMATIC EVALUATION: IMMEDIATE BEHAVIORAL PREDISPOSITIONS TO APPROACH OR AVOID THE STIMULUS	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	1999	CHEN, M; BARGH, JA
A1997XG51500003	PREJUDICE AS SELF-IMAGE MAINTENANCE: AFFIRMING THE SELF THROUGH DEROGATING OTHERS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1997	FEIN, S; SPENCER, SJ
A1991FE17100003	THE TROUBLE OF THINKING - ACTIVATION AND APPLICATION OF STEREOTYPIC BELIEFS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1991	GILBERT, DT; HIXON, JG
000220317200003	THE PROJECTION OF IMPLICIT AND EXPLICIT GOALS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	2004	KAWADA, CLK; OETTINGEN, G; GOLLWITZER, PM; BARGH, JA
000257169900002	FROM SOCIAL PROJECTION TO SOCIAL BEHAVIOUR	EUROPEAN REVIEW OF SOCIAL PSYCHOLOGY	2007	KRUEGER, JOACHIM I.
000343035500011	SOCIAL PROJECTION INCREASES FOR POSITIVE TARGETS: ASCERTAINING THE EFFECT AND EXPLORING ITS ANTECEDENTS	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	2014	MACHUNSKY, MAYA; TOMA, CLAUDIA; YZERBYT, VINCENT; CORNEILLE, OLIVIER
000230780500001	EMBODIMENT IN ATTITUDES, SOCIAL PERCEPTION, AND EMOTION	PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW	2005	NIEDENTHAL, PM; BARSALOU, LW; WINKIELMAN, P; KRAUTH-GRUBER, S; RIC, F
A1984ABC9400006	THE ROLE OF THE EVALUATION AND SIMILARITY PRINCIPLES IN THE FALSE CONSENSUS EFFECT	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1984	SHERMAN, SJ; CHASSIN, L; PRESSON, CC; AGOSTINELLI, G
000279742000015	MIMICKING DISLIKED OTHERS: EFFECTS OF A PRIORI LIKING ON THE MIMICRY-LIKING LINK	EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY	2010	STEL, MARIELLE; BLASCOVICH, JIM; MCCALL, CADE; MASTOP, JESSANNE; VAN BAAREN, RICK B.; VONK, ROOS
000275770300017	ANTICIPATED COOPERATION VS. COMPETITION MODERATES INTERPERSONAL PROJECTION	JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY	2010	TOMA, CLAUDIA; YZERBYT, VINCENT; CORNEILLE, OLIVIER
000308881600003	HOLDING A MIRROR UP TO THE SELF: EGOCENTRIC SIMILARITY BELIEFS UNDERLIE SOCIAL PROJECTION IN COOPERATION	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	2012	TOMA, CLAUDIA; CORNEILLE, OLIVIER; YZERBYT, VINCENT
000304680000008	MOTIVATIONAL AND CONTEXTUAL CONSIDERATIONS CONCERNING THE SOCIAL PROJECTION HYPOTHESIS	PSYCHOLOGICAL INQUIRY	2012	TOMA, CLAUDIA; WOLTIN, KARL-ANDREW
000265429300005	FRIEND OR FOE? DIFFERENTIAL USE OF THE SELF-BASED HEURISTIC AS A FUNCTION OF RELATIONSHIP SATISFACTION	JOURNAL OF PERSONALITY	2009	WELLER, JOSHUA; WATSON, DAVID
A1976CK24500002	SOCIAL SUPPORT AS A MODERATOR OF LIFE STRESS	PSYCHOSOMATIC MEDICINE	1976	COBB, S
A1977EF05800006	STRESS-BUFFERING ROLE OF SOCIAL SUPPORT - PROBLEMS AND PROSPECTS FOR SYSTEMATIC INVESTIGATION	JOURNAL OF NERVOUS AND MENTAL DISEASE	1977	DEAN, A; LIN, N
A1984SR64000009	SUBJECTIVE WELL-BEING	PSYCHOLOGICAL BULLETIN	1984	DIENER, E
A1980KS05900003	TOWARD A BEHAVIORAL PROFILE OF MARITAL DISTRESS	JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY	1980	JACOBSON, NS; WALDRON, H; MOORE, D
A1983QT21400004	THE ROLE OF PERSPECTIVE-TAKING ABILITY IN NEGOTIATING UNDER DIFFERENT FORMS OF ARBITRATION	INDUSTRIAL & LABOR RELATIONS REVIEW	1983	NEALE, MA; BAZERMAN, MH
A1983QX62300009	A LONGITUDINAL TEST OF THE INVESTMENT MODEL - THE DEVELOPMENT (AND DETERIORATION) OF SATISFACTION AND COMMITMENT IN HETEROSEXUAL INVOLVEMENTS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1983	RUSBULT, CE
A1974V088900008	BEHAVIORAL-ANALYSIS OF DETERMINANTS OF MARITAL SATISFACTION	JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY	1974	WILLS, TA; WEISS, RL; PATTERSON, GR
000188516600013	THE METHOD OF PATH COEFFICIENTS	ANNALS OF MATHEMATICAL STATISTICS	1934	WRIGHT, S
000599001900001	INTERPERSONAL RESILIENCE INVENTORY: ASSESSING POSITIVE AND NEGATIVE INTERACTIONS DURING HARDSHIPS AND COVID-19	PERSONAL RELATIONSHIPS		RIVERS, AS; SANFORD, K
000548553000001	"WHEN WE SAY ""PERCEIVED SUPPORT,"" WHAT DO WE MEAN? CONTEXTS AND COMPONENTS OF SUPPORT AMONG PEOPLE WITH SERIOUS MEDICAL CONDITIONS"	JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS	2020	RIVERS, AS; SANFORD, K
A1995RD09100003	A SYSTEMIC-TRANSACTIONAL CONCEPTUALIZATION OF STRESS AND COPING IN COUPLES	SWISS JOURNAL OF PSYCHOLOGY	1995	BODENMANN, G
000165850900008	INVISIBLE SUPPORT AND ADJUSTMENT TO STRESS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	2000	BOLGER, N; ZUCKERMAN, A; KESSLER, RC
000244629500006	EFFECTS OF SOCIAL SUPPORT VISIBILITY ON ADJUSTMENT TO STRESS EXPERIMENTAL EVIDENCE	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	2007	BOLGER, NIALL; AMAREL, DAVID
000224493200003	UNDERSTANDING AND ALTERING THE LONGITUDINAL COURSE OF MARRIAGE	JOURNAL OF MARRIAGE AND FAMILY	2004	BRADBURY, TN; KARNEY, BR
000165273300007	RESEARCH ON THE NATURE AND DETERMINANTS OF MARITAL SATISFACTION: A DECADE IN REVIEW	JOURNAL OF MARRIAGE AND FAMILY	2000	BRADBURY, TN; FINCHAM, FD; BEACH, SRH
000296960500025	EMOTION AND MOTIVATION	HANDBOOK OF PSYCHOPHYSIOLOGY, 3RD EDITION	2007	BRADLEY, MARGARET M.; LANG, PETER J.
000080906500001	SUPPORT IN MARRIAGE: FACTORS ASSOCIATED WITH ON-LINE PERCEPTIONS OF SUPPORT HELPFULNESS	JOURNAL OF FAMILY PSYCHOLOGY	1999	CARELS, RA; BAUCOM, DH
000078323600005	COUPLE RESILIENCE TO ECONOMIC PRESSURE	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1999	CONGER, RD; RUETER, MA; ELDER, GH
000235426900008	HOW A SUPPORTIVE PARTNER MAY INCREASE RELATIONSHIP SATISFACTION	BRITISH JOURNAL OF GUIDANCE & COUNSELLING	2006	CRAMER, D
000225979900003	SATISFACTION WITH A ROMANTIC RELATIONSHIP, DEPRESSION, SUPPORT AND CONFLICT	PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE	2004	CRAMER, D
A1986C109000014	OBJECTIVE DETERMINANTS OF PERCEIVED SOCIAL SUPPORT	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1986	CUTRONA, CE
000169646200010	VIDANN: A VIDEO ANNOTATION SYSTEM	BEHAVIOR RESEARCH METHODS INSTRUMENTS & COMPUTERS	2001	DE CLERCQ, A; BUYSSE, A; ROEYERS, H; ICKES, W; PONNET, K; VERHOFSTADT, L
000255293700006	RECEIVING SUPPORT AS A MIXED BLESSING: EVIDENCE FOR DUAL EFFECTS OF SUPPORT ON PSYCHOLOGICAL OUTCOMES	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	2008	GLEASON, MARCI E. J.; BOLGER, NIALL; IIDA, MASUMI; SHROUT, PATRICK E.
000179339700005	AFFECT AS INFORMATION - AN INDIVIDUAL-DIFFERENCES APPROACH	WISDOM IN FEELING	2002	GOHM, CL; CLORE, GL
000165273300005	DECADE REVIEW: OBSERVING MARITAL INTERACTION	JOURNAL OF MARRIAGE AND THE FAMILY	2000	GOTTMAN, JM; NOTARIUS, CI
000243439900001	THE PERCEPTION OF EMOTION AND SOCIAL CUES IN FACES	NEUROPSYCHOLOGIA	2007	HAXBY, JAMES V.; GOBBINI, M. IDA
A1993MY59000008	EMPATHIC ACCURACY	JOURNAL OF PERSONALITY	1993	ICKES, W
000253389800006	MODELING SUPPORT PROVISION IN INTIMATE RELATIONSHIPS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	2008	IIDA, MASUMI; SEIDMAN, GWENDOLYN; SHROUT, PATRICK E.; FUJITA, KENTARO; BOLGER, NIALL
A1997BJ08Q00005	MOTIVATED ATTENTION: AFFECT, ACTIVATION, AND ACTION	ATTENTION AND ORIENTING: SENSORY AND MOTIVATIONAL PROCESSES	1997	LANG, PJ; BRADLEY, MM; CUTHBERT, BN
A1992JH48100005	EMPATHY - A PHYSIOLOGICAL SUBSTRATE	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1992	LEVENSON, RW; RUEF, AM
000226178400006	GENDER DIFFERENCES IN SOCIAL SUPPORT: A QUESTION OF SKILL OR RESPONSIVENESS?	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	2005	NEFF, LA; KARNEY, BR
A1990CW38700006	SOCIAL SUPPORT AND PERSONAL CHARACTERISTICS - A DEVELOPMENTAL AND INTERACTIONAL PERSPECTIVE	JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY	1990	NEWCOMB, MD
000227503800015	PROSOCIAL BEHAVIOR: MULTILEVEL PERSPECTIVES	ANNUAL REVIEW OF PSYCHOLOGY	2005	PENNER, LA; DOVIDIO, JF; PILIAVIN, JA; SCHROEDER, DA
000183685900001	EMPATHY: ITS ULTIMATE AND PROXIMATE BASES	BEHAVIORAL AND BRAIN SCIENCES	2002	PRESTON, SD; DE WAAL, FBM
A1997YH62900004	SEQUENTIAL ANALYSIS OF AUTONOMY-INTERDEPENDENCE AND AFFILIATION-DISAFFILIATION IN COUPLES' SOCIAL SUPPORT INTERACTIONS	PERSONAL RELATIONSHIPS	1997	SAITZYK, AR; FLOYD, FJ; KROLL, AB
A1976BK46600002	MEASURING DYADIC ADJUSTMENT - NEW SCALES FOR ASSESSING QUALITY OF MARRIAGE AND SIMILAR DYADS	JOURNAL OF MARRIAGE AND THE FAMILY	1976	SPANIER, GB
000208293600003	THE INFLUENCE OF PERSONAL CHARACTERISTICS AND RELATIONSHIP PROPERTIES ON MARITAL SUPPORT	PSYCHOLOGICA BELGICA	2007	VERHOFSTADT, LESLEY L.; BUYSSE, ANN; DEVOLDRE, INGE; DE CORTE, KIM
000227072300002	CONFLICT AND SUPPORT INTERACTIONS IN MARRIAGE: AN ANALYSIS OF COUPLES' INTERACTIVE BEHAVIOR AND ON-LINE COGNITION	PERSONAL RELATIONSHIPS	2005	VERHOFSTADT, LL; BUYSSE, A; ICKES, W; DE CLERCQ, A; PEENE, OJ
000523904300005	HOW LISTENING TO MUSIC AND ENGAGEMENT WITH OTHER MEDIA PROVIDE A SENSE OF BELONGING: AN EXPLORATORY STUDY OF SOCIAL SURROGACY	PSYCHOLOGY OF MUSIC	2020	SCHAFER, K; EEROLA, T
000501411800018	ALEXITHYMIA, IMPULSIVITY, DISORDERED SOCIAL MEDIA USE, MOOD AND ALCOHOL USE IN RELATION TO FACEBOOK SELF-DISCLOSURE	COMPUTERS IN HUMAN BEHAVIOR	2020	LYVERS, M; CUTINHO, D; THORBERG, FA
000443316300002	PREADOLESCENTS' RELIANCE ON AND INTERNALIZATION OF MEDIA APPEARANCE IDEALS: TRIGGERS AND CONSEQUENCES	JOURNAL OF EARLY ADOLESCENCE	2018	ROUSSEAU, A; TREKELS, J; EGGERMONT, S
000436276500003	FACEBOOK ADDICTION: ONSET PREDICTORS	JOURNAL OF CLINICAL MEDICINE	2018	BIOLCATI, R; MANCINI, G; PUPI, V; MUGHEDDU, V
000398043700004	OLDER CONSUMERS' TV SHOPPING: EMOTIONS AND SATISFACTION	INTERNATIONAL JOURNAL OF RETAIL & DISTRIBUTION MANAGEMENT	2017	LIM, CM; KIM, YK
000372515700009	LONELINESS AMONG OLDER PERSONS IN UGANDA: EXAMINING SOCIAL, ECONOMIC AND DEMOGRAPHIC RISK FACTORS	AGEING & SOCIETY	2016	NZABONA, A; NTOZI, J; RUTAREMWA, G
000375190800006	MANIPULATION OF ONLINE SELF-PRESENTATION: CREATE, EDIT, RE-EDIT AND PRESENT	MANIPULATION OF ONLINE SELF-PRESENTATION: CREATE, EDIT, RE-EDIT AND PRESENT	2015	ATTRILL, A
000346896600005	SOCIAL COMPETENCE AND PSYCHOLOGICAL VULNERABILITY AS PREDICTORS OF FACEBOOK ADDICTION	STUDIA PSYCHOLOGICA	2014	SATICI, B; SARICALI, M; SATICI, SA; ERASLAN CAPAN, B
000330090900006	FACEBOOK SELF-DISCLOSURE: EXAMINING THE ROLE OF TRAITS, SOCIAL COHESION, AND MOTIVES	COMPUTERS IN HUMAN BEHAVIOR	2014	HOLLENBAUGH, EE; FERRIS, AL
000293128500001	OLDER CONSUMERS' TV HOME SHOPPING: LONELINESS, PARASOCIAL INTERACTION, AND PERCEIVED CONVENIENCE	PSYCHOLOGY & MARKETING	2011	LIM, CM; KIM, YK
000287475400003	MOTIVES FOR MAINTAINING PERSONAL JOURNAL BLOGS	CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING	2011	HOLLENBAUGH, EE
000282155200054	PERSONAL JOURNAL BLOGGERS: PROFILES OF DISCLOSIVENESS	COMPUTERS IN HUMAN BEHAVIOR	2010	HOLLENBAUGH, EE
000280375500051	IRRATIONAL PARASOCIAL INTERACTION: A STUDY ABOUT CELEBRITY WORSHIP IN TEENAGERS IN EASTERN CHINA	PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON SMALL AND MEDIUM-SIZED ENTERPRISES (SMES) PSYCHOLOGICAL ADAPTATION AND SOCIAL BEHAVIOR UNDER FINANCIAL CRISIS	2010	ZHANG, J
000260431500010	A RELIABILITY GENERALIZATION STUDY OF COEFFICIENT ALPHA FOR THE UCLA LONELINESS SCALE	JOURNAL OF PERSONALITY ASSESSMENT	2008	VASSAR, M; CROSBY, JW
000208603400005	PSYCHOLOGICAL DISTRESS, PERCEIVED SOCIAL SUPPORT, AND TELEVISION VIEWING FOR REASONS OF COMPANIONSHIP: A TEST OF THE COMPENSATION HYPOTHESIS IN A POPULATION OF CRIME VICTIMS	COMMUNICATIONS-EUROPEAN JOURNAL OF COMMUNICATION RESEARCH	2005	MINNEBO, J
000234864000003	HOPELESSNESS AND LONELINESS AS PREDICTORS OF OLDER ADULTS' INVOLVEMENT WITH FAVORITE TELEVISION PERFORMERS	JOURNAL OF BROADCASTING & ELECTRONIC MEDIA	2005	CHORY-ASSAD, RM; YANEN, A
000586409700001	IMPROVED CONFLICT RESOLUTION IN ROMANTIC COUPLES IN MEDIATION COMPARED TO NEGOTIATION	HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS	2020	BOGACZ, F; PUN, T; KLIMECKI, OM
000506877800002	CONFLICT STYLE ASSOCIATIONS WITH COOPERATIVENESS, DIRECTNESS, AND RELATIONAL SATISFACTION: A CASE FOR A SIX-STYLE TYPOLOGY	NEGOTIATION AND CONFLICT MANAGEMENT RESEARCH	2020	GUERRERO, LK
000589182000131	THE RELATIONS BETWEEN CONFLICT RESOLUTION STYLES AND ENTREPRENEURIAL PROPENSITY. EDUCATIONAL MANAGEMENT CHALLENGES	13TH INTERNATIONAL DAYS OF STATISTICS AND ECONOMICS	2019	ROZSA, Z
000345411300005	TRACKING MANAGERIAL CONFLICT ADAPTIVITY: INTRODUCING A DYNAMIC MEASURE OF ADAPTIVE CONFLICT MANAGEMENT IN ORGANIZATIONS	JOURNAL OF ORGANIZATIONAL BEHAVIOR	2014	COLEMAN, PT; KUGLER, KG
000274822700005	DIGIT RATIO (2D:4D) AND BEHAVIORAL RESPONSES TO EVERYDAY LIFE AND WORKPLACE-RELATED INTERPERSONAL CONFLICT	SWISS JOURNAL OF PSYCHOLOGY	2010	VORACEK, M; SCHICKER, K
A1980JS31600012	AN ANALYSIS OF THE SELF-MONITORING SCALE	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1980	BRIGGS, SR; CHEEK, JM; BUSS, AH
A1959WD16300001	CONVERGENT AND DISCRIMINANT VALIDATION BY THE MULTITRAIT-MULTIMETHOD MATRIX	PSYCHOLOGICAL BULLETIN	1959	CAMPBELL, DT; FISKE, DW
A1979HU53800004	NEGATIVE AND POSITIVE COMPONENTS OF PSYCHOLOGICAL MASCULINITY AND FEMININITY AND THEIR RELATIONSHIPS TO SELF-REPORTS OF NEUROTIC AND ACTING-OUT BEHAVIORS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1979	SPENCE, JT; HELMREICH, RL; HOLAHAN, CK
A1993KJ77700001	PERCEPTIONS OF CONFLICT IN THE 1ST YEAR OF MARRIAGE - HOW IMPORTANT ARE SIMILARITY AND UNDERSTANDING	JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS	1993	ACITELLI, LK; DOUVAN, E; VEROFF, J
A1996UV85700004	COHORT DIFFERENCES IN INTERPERSONAL CONFLICT: IMPLICATIONS FOR THE OLDER PATIENT YOUNGER CARE PROVIDER INTERACTION	HEALTH COMMUNICATION	1996	BERGSTROM, MJ; NUSSBAUM, JF
000225564500001	AGE DIFFERENCES IN EMOTION-REGULATION STRATEGIES IN HANDLING EVERYDAY PROBLEMS	JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES	2004	BLANCHARD-FIELDS, F; STEIN, R; WATSON, TL
A1988Q357700005	GOAL TYPES, GENDER, AND LOCUS OF CONTROL IN MANAGING INTERPERSONAL CONFLICT	COMMUNICATION RESEARCH	1988	CANARY, DJ; CUNNINGHAM, EM; CODY, MJ
000079364700001	TAKING TIME SERIOUSLY - A THEORY OF SOCIOEMOTIONAL SELECTIVITY	AMERICAN PSYCHOLOGIST	1999	CARSTENSEN, LL; ISAACOWITZ, DM; CHARLES, ST
A1993MD71700005	MOTIVATION FOR SOCIAL CONTACT ACROSS THE LIFE-SPAN - A THEORY OF SOCIOEMOTIONAL SELECTIVITY	NEBRASKA SYMPOSIUM ON MOTIVATION	1993	CARSTENSEN, LL
000077222200003	INFLUENCE OF HIV STATUS AND AGE ON COGNITIVE REPRESENTATIONS OF OTHERS	HEALTH PSYCHOLOGY	1998	CARSTENSEN, LL; FREDRICKSON, BL
A1995QN04500014	EMOTIONAL BEHAVIOR IN LONG-TERM MARRIAGE	PSYCHOLOGY AND AGING	1995	CARSTENSEN, LL; GOTTMAN, JM; LEVENSON, RW
A1989T491000004	COPING WITH CONFLICT SITUATIONS - MIDDLE-AGED AND ELDERLY MEN	PSYCHOLOGY AND AGING	1989	FEIFEL, H; STRACK, S
000074367000001	TIGHT LIPS?: AGING MOTHERS' AND ADULT DAUGHTERS' RESPONSES TO INTERPERSONAL TENSIONS IN THEIR RELATIONSHIPS	PERSONAL RELATIONSHIPS	1998	FINGERMAN, KL
000238087100003	GOALS CHANGE WHEN LIFE'S FRAGILITY IS PRIMED: LESSONS LEARNED FROM OLDER ADULTS, THE SEPTEMBER 11 ATTACKS AND SARS	SOCIAL COGNITION	2006	FUNG, HELENE H.; CARSTENSEN, LAURA L.
000187223700014	POSITIVE AND NEGATIVE EMOTIONAL FEELINGS AND BEHAVIORS IN MOTHER-DAUGHTER TIES IN LATE LIFE	JOURNAL OF FAMILY PSYCHOLOGY	2003	LEFKOWITZ, ES; FINGERMAN, KL
000245060300015	AGING, EMOTION, AND HEALTH-RELATED DECISION STRATEGIES: MOTIVATIONAL MANIPULATIONS CAN REDUCE AGE DIFFERENCES	PSYCHOLOGY AND AGING	2007	LOCKENHOFF, CORINNA E.; CARSTENSEN, LAURA L.
A1982PJ76600006	COPING WITH CONFLICT - MEASUREMENT OF AGE-RELATED PATTERNS	RESEARCH ON AGING	1982	QUAYHAGEN, MP; QUAYHAGEN, M
000250276600003	A NEW LOOK AT LONG-TERM LABOR FORCE PROJECTIONS TO 2050	MONTHLY LABOR REVIEW	2006	TOOSSI, MITRA
A1992JJ21200014	CONSEQUENCES OF INFLUENCE TACTICS USED WITH SUBORDINATES, PEERS, AND THE BOSS	JOURNAL OF APPLIED PSYCHOLOGY	1992	YUKL, G; TRACEY, JB
A1990CX66300004	INFLUENCE TACTICS AND OBJECTIVES IN UPWARD, DOWNWARD, AND LATERAL INFLUENCE ATTEMPTS	JOURNAL OF APPLIED PSYCHOLOGY	1990	YUKL, G; FALBE, CM
A1976BJ34000005	EFFECT OF PERCEIVED CHOICE, EXPECTED OUTCOME, AND OBSERVED OUTCOME OF AN ACTION ON CAUSAL ATTRIBUTIONS OF ACTORS	JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY	1976	ARKIN, RM; GLEASON, JM; JOHNSTON, S
A1971J400800006	ATTRIBUTION OF RESPONSIBILITY AND VALENCE OF OUTCOME IN RELATION TO INITIAL CONFIDENCE AND SUCCESS AND FAILURE OF SELF AND OTHER	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1971	FEATHER, NT; SIMON, JG
A1976CC22200009	FOCUS OF ATTENTION, SELF-ESTEEM, AND ATTRIBUTION OF CAUSALITY	JOURNAL OF RESEARCH IN PERSONALITY	1976	FEDEROFF, NA; HARVEY, JH
A1973S103300001	NECESSARY VERSUS SUFFICIENT CAUSAL SCHEMATA FOR SUCCESS AND FAILURE	JOURNAL OF RESEARCH IN PERSONALITY	1973	KUN, A; WEINER, B
A1976CP08000018	EGO INVOLVEMENT AND ATTRIBUTIONS FOR SUCCESS AND FAILURE	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1976	MILLER, DT
A1978FG91200004	SEX-DIFFERENCES IN ATTRIBUTIONS FOR SEX-TYPED TASKS	JOURNAL OF PERSONALITY	1978	ROSENFIELD, D; STEPHAN, WG
A1977DN34700002	PROBLEMS IN INTERPRETATION OF SELF-SERVING ASYMMETRIES IN CAUSAL ATTRIBUTION - REPLY	SOCIOMETRY	1977	ROSS, LD
A1976BM45900009	EGOTISM AND ATTRIBUTION	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1976	SNYDER, ML; STEPHAN, WG; ROSENFIELD, D
A1976CP08000008	DEFENSIVE ATTRIBUTION AND KELLEY CUBE	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1976	STEVENS, L; JONES, EE
A1969C802300008	EFFECTS OF CONCEPTUAL STRUCTURE FAILURE AND SUCCESS ON ATTRIBUTION OF CAUSALITY AND INTERPERSONAL ATTITUDES	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1969	STREUFERT, S; STREUFER.SC
A1973P625600003	EFFECTS OF COOPERATION AND COMPETITION ON RESPONSIBILITY ATTRIBUTION AFTER SUCCESS AND FAILURE	JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY	1973	WOLOSIN, RJ; SHERMAN, SJ; TILL, A
000592638400001	MORAL REASONING, MORAL DECISION-MAKING, AND EMPATHY IN KORSAKOFF'S SYNDROME	JOURNAL OF NEUROPSYCHOLOGY		OUDMAN, E; THANS, SV; MONTOYA, ER; POSTMA, A
